user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
"Omotosho, Joseph Adedayo","Abuja, Nigeria","Journalist || Reformer || Health Advocate || Researcher || Music Lover || Influencer.
Polymer And Textile Engineer.
instagram @royaltybaba.
Cryptocurrency.",2012-04-11 22:18:41+00:00,993,843,1695,False,2021-11-26 00:30:34+00:00,"Take advantage of this crypto currency training…
#cryptocurrency #100xgem #Airdrops #cavani #martial #GRAMMYs #Starboy #Davido https://t.co/sgWB4S4IjJ","['cryptocurrency', '100xgem', 'Airdrops', 'cavani', 'martial', 'GRAMMYs']",Twitter for iPhone,False
Mike Adam,"New York, NY","🎙 M-F, 3-7pm on @NEW1027",2009-10-24 12:06:38+00:00,152825,3371,36601,True,2021-11-26 00:30:00+00:00,Who do you want to see perform at the #GRAMMYs,['GRAMMYs'],TweetDeck,False
Paul Bacon,"Hallandale Beach, FL","Autistic, Letter Writer, Computer Wiz, Video Game Lover, Music Lover, Sports Fan",2015-07-13 23:24:10+00:00,450,999,140088,False,2021-11-26 00:28:44+00:00,".@KanyeWest, @TaylorSwift13 added to Grammy categories only 24 hours before nominations announcement https://t.co/jPsHOwcQxX 
#Grammys #GrammyNominations #GrammyNoms",,Twitter Web App,False
Private Eyes,"Pennsylvania, USA","Swimming in this tiny fishbowl with the rest of you poopers, and trying not to get mad about all this shit. #MeToo #LoveWins #RockTheVote she/her",2012-12-22 05:54:42+00:00,243,576,12866,False,2021-11-26 00:23:41+00:00,"I think it’s the best song, but Bieber’s like the darling… don’t even bring up Tony and Stefani, and Olivia Rodrigo stole Courtney Love’s image for her album cover so she should sit. #GRAMMYs #predictions #bitchopinions https://t.co/Vn7zoFN4Sy",,Twitter for iPhone,False
Lina_ismail,,I love BTS n South Korea.. also traveling,2021-06-09 13:10:06+00:00,1,42,291,False,2021-11-26 00:21:38+00:00,"If BTS still not receive award this time, better Don't have to submit application to Grammy for next time.. Because we know Grammy is SCAMMY..#grammyscammy #GRAMMYs https://t.co/tCaCCrxjnf",,Twitter for Android,False
MTV NEWS,,very fun and social wow!,2009-05-14 20:33:18+00:00,5028639,5816,5962,True,2021-11-26 00:16:00+00:00,Our journey to #PlanetHer is far from over after @DojaCat earned an incredible 8 nominations at this year's #GRAMMYs https://t.co/ttp95Fs9n4,"['PlanetHer', 'GRAMMYs']",TweetDeck,False
I Am Who I Am cuz I Am Who I Am,,,2018-12-11 08:51:39+00:00,20,107,279,False,2021-11-26 00:15:20+00:00,Fuck the #Grammys,['Grammys'],Twitter for Android,False
AYM,#fatherhood #Crohns #anxiety,"I think the saddest people always try their hardest to make others happy. They know what it's like to feel worthless, & don't want anyone to feel this way.",2013-04-06 21:35:24+00:00,245,233,244,False,2021-11-26 00:05:05+00:00,"Every year, the #GRAMMYs list is released.  Every year I realize music that is nominated &amp; awarded really bad.

Then I listen to @ICENINEKILLS @Amaranthemetal etc and realize, no.  Just whatever flavour of the week pop crap.  Real music doesn't need Grammy's.  Just music fans.",['GRAMMYs'],Twitter for Android,False
STAN CHUNGHA,,"💫Byulharang 💫
ChungHa's Number 1 Stan",2021-11-25 23:42:49+00:00,0,32,11,False,2021-11-25 23:59:29+00:00,@_jungcoco Beethtoven Sunbaenim  is going to clean sweep the Grammy from his grave #GRAMMYs,['GRAMMYs'],Twitter for Android,False
MrHalaMadrid ❁,"On Your Mind, Rent Free","Unglory Bastard
Madridista hasta los huesos ⚽",2012-02-25 02:28:14+00:00,2614,4041,46591,False,2021-11-25 23:59:23+00:00,"What's your favorite Lady Gaga Grammy performance?
#LadyGaga #Grammys","['LadyGaga', 'Grammys']",Twitter Web App,False
Dominic the Musician,"Cato Ridge, South Africa","Humble🌍 guy 🎹🖤🎸
In love with Music🎶

Youtube :@DominictheMusician 
TikTok  :@DominictheMusician",2019-02-16 15:43:02+00:00,242,420,1910,False,2021-11-25 23:57:47+00:00,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥(Watch till End) Yabaphansi #firstattemptep #jhuda&amp;Brs #lockdown #music #Markhams #Fourways   #hiphop #culture #Trending #GRAMMYs https://t.co/4i6AxFo9l3,"['firstattemptep', 'jhuda', 'lockdown', 'music', 'Markhams', 'Fourways']",Twitter Web App,False
Justin Bieber ✪,Royaume du Maroc,"#oneweek #newerabegins
Fan ACCOUNT (BIEBER FEVER)
Editing. News...",2019-09-05 19:35:32+00:00,696,874,10334,False,2021-11-25 23:41:03+00:00,For all the haters @justinbieber deserves all the #GRAMMYs Nominations https://t.co/SxNPv6XMlP,['GRAMMYs'],Twitter Web App,False
Halmush Beauty,,Some of the best skincare products,2020-09-24 00:26:13+00:00,0,0,1,False,2021-11-25 23:36:15+00:00,"Korean skincare. DON’T MISS OUR BIGGEST SALE OF THE YEAR.
#koreanmovie #koreanskincare #Essence #BlackFriday #ad #GRAMMYs #GrammyNominatedBTS #sales https://t.co/6Gic2iFsyW","['koreanmovie', 'koreanskincare', 'Essence', 'BlackFriday', 'ad']",Twitter for iPhone,False
Chris McNamee,Hamilton,"🌵 Writer. DJ. Designer. Photographer. Habitual Line Stepper. Author of “Love, Lust & the Last Resort.” Co-Creator/DJ @ No Standards Night | Read More ⬇️",2011-11-28 14:46:46+00:00,553,772,4457,False,2021-11-25 23:33:22+00:00,"In case you didn’t think the #Grammys are bullshit. Let’s take a minute and look at the Best Rock Album category cause apparently no other bands exist outside the mainstream - or the 1970s. 

AC/DC 
Black Pumas 
Chris Cornell
Foo Fighters
Paul McCartney",['Grammys'],Twitter for iPhone,False
eduardo,,Tiktok: https://t.co/pampnA5ibu⠀⠀⠀⠀⠀⠀⠀⠀⠀ Instagram: https://t.co/w8FoJTr2RP,2014-04-28 02:16:36+00:00,1101,916,16,False,2021-11-25 23:33:22+00:00,I vote for Justin Bieber for #AlbumOfTheYear at the #GRAMMYs,"['AlbumOfTheYear', 'GRAMMYs']",Twitter for iPhone,False
Marcio D'Astrain,Portugal,"Márcio D'Astrain is a portuguese director, writer and screenwriter.",2011-03-31 10:07:09+00:00,102,160,15892,False,2021-11-25 23:33:12+00:00,#Schmigadoon it's probably one of the greatest tributes ever made to the musicals from the Restoration Age. Just iconic and brilliant. Congrats for the #GRAMMYs nom and hopefully looking for the Emmy nominations next year. 💖✨ @KChenoweth @DoveCameron @KeeganMKey @ArianaDeBose https://t.co/023GD8xo2e,['Schmigadoon'],Twitter for Android,False
mlambolambo_Mzansician,"Durban, South Africa",Recording Artist@Saturdaygoodsentertainment Songwriter/Activist,2020-08-23 02:00:13+00:00,3,25,14,False,2021-11-25 23:29:36+00:00,"Yazi, I have never heard Black Coffee saying he's the BEST.
#GRAMMYs",['GRAMMYs'],Twitter for Android,False
jiminie_chimmy,,ordinary girl with ordinary dream,2021-09-05 11:10:16+00:00,0,50,39,False,2021-11-25 23:24:24+00:00,"To all ARMY around the world let we make yoongi, namjoon, jin, hoseok, jimin,tae tae, kookie dream to be real 🥰🥰💜
@BTS_twt @bts_bighit  #BUTTER #GRAMMYs #bts #bts_grammy  #win_the_grammy   .
 #ARMY_behind_BTS https://t.co/q6DN070nMT",,Twitter for Android,False
Mei (Taylor's Version),,she/her ☆ swifties ☆ livies ☆ plattypi ☆ dikrats  location: searching for signs in a haunted club,2021-11-25 22:48:24+00:00,39,198,48,False,2021-11-25 23:23:00+00:00,NOT folklore's vault tracks getting nominated for a grammy #TaylorSwift #GRAMMYs #Evermore #Folklore #RedTaylorsVersion https://t.co/uyecyS4bG4,"['TaylorSwift', 'GRAMMYs', 'Evermore', 'Folklore']",Twitter for Android,False
Haunted Publications,Worldwide,An online magazine reporting on all things alternative music. (Business inquiries can be handled via DM or by email at publicationshaunted@gmail.com),2019-05-12 20:13:21+00:00,468,105,1253,False,2021-11-25 23:22:46+00:00,It's been a few days since the @RecordingAcad released their nominees for the 64th annual #GRAMMYs. Our Emily Lyman shares their biggest snubs &amp; surprises from the nominee list. https://t.co/sbg5Ib5yJ4,['GRAMMYs'],Twitter Web App,False
ONEPLAYplus,"Accra, Ghana",We are Unlimited Culture. Watch Exclusive New TV series Every Weekday on Monday to Sunday on https://t.co/zBjllzHoCJ,2020-08-15 23:57:40+00:00,1094,371,1876,False,2021-11-25 23:20:18+00:00,"According to @Kwesi_Picasso’s research, @stonebwoy may receive a #GRAMMYs citation not an award should any of the 3 albums win. 

W/ @tillyakuanipaa 
Full video https://t.co/OUyZJxmIUu https://t.co/1kJQLvoiqJ",['GRAMMYs'],Twitter for iPhone,False
Sel Gomez Luvr,Waverly Place & Honeymoon Ave,"I'm a fan of @SelenaGomez. I Met Selena on April 24, 2013. ♡ #Rare ❤️ Also a sub Ariana fan. 🎶",2013-09-26 04:29:12+00:00,280,433,21291,False,2021-11-25 23:17:54+00:00,@PopCrave REVALACIÓN BECAUSE IT GOT MY BITCH HER FIRST NOD FROM THE #GRAMMYs ❤️,['GRAMMYs'],Twitter for iPhone,False
Music Daily,"New York, USA",let’s press ▹ together on music & news daily! •check our website out for more music news & follow on Instagram or Facebook @musicdailynow•,2015-11-18 23:29:26+00:00,793,178,124,False,2021-11-25 23:13:38+00:00,"Taylor  Swift was Snubbed by Grammys

Read the full article on our website #linkbelow
https://t.co/YEkeeUk12Y
#TaylorSwift #music #Grammys @taylorswift13",['linkbelow'],Hootsuite Inc.,False
𝗕𝗔𝗥𝗗𝗜 𝗖𝗔𝗩𝗜𝗔𝗥,"Bronx, NY","- Your #1 source of charts about the rapper, songwriter and producer Cardi B.",2021-03-31 12:45:06+00:00,2528,4954,234,False,2021-11-25 23:13:34+00:00,Who Will Win Best Pop Vocal Album at the #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
JustJared.com,New York City,"Your #1 Entertainment Authority

Also follow @jaredeng @justjaredjr",2009-01-26 15:24:26+00:00,725984,2952,1096,True,2021-11-25 23:12:15+00:00,"A surprising report has revealed that the #Grammys top categories were expanded to 10 nominees at the last minute, giving nominations to Taylor Swift, Kanye West, and more big stars https://t.co/OzIooPhFaC",['Grammys'],TweetDeck,False
yh.guitar.PJ,,純粋に心地よくカッコいいguitar soundを届けたい『yh_guitar_project』/環境音から新たな音楽『yh_project』/It is a music group that is taking on new challenges by sampling various sounds,2021-02-21 15:24:10+00:00,611,766,7,False,2021-11-25 23:11:09+00:00,"#DJ #GRAMMYs #AppleMusic  #HipHopEd  #edm  #Dance 
Check out yh_ project on #SoundCloud https://t.co/WWF2BYezll","['DJ', 'GRAMMYs', 'AppleMusic', 'HipHopEd', 'edm', 'Dance', 'SoundCloud']",Twitter for iPhone,False
mery bee,Manhattan | she/her,this is me trying,2020-06-17 23:15:53+00:00,577,730,143344,False,2021-11-25 23:10:52+00:00,Song of the year winner at the #GRAMMYs idc what y’all say  https://t.co/mFnib5CB17,['GRAMMYs'],Twitter for iPhone,False
Ghetto Boy,"Accra, Ghana",GRAMMY Nominated Musician. YOUTH DEM LEADER 💐 Bookings : blakkarmgroup@gmail.com,2011-01-07 14:04:36+00:00,2190,431,3049,False,2021-11-25 23:09:37+00:00,GRATEFUL 💐. Congratulations Mama Africa! @angeliquekidjo ❤️#GRAMMYS #MotherNature https://t.co/bNdQ9kvjYN,"['GRAMMYS', 'MotherNature']",Twitter for iPhone,False
𝗕𝗔𝗥𝗗𝗜 𝗖𝗔𝗩𝗜𝗔𝗥,"Bronx, NY","- Your #1 source of charts about the rapper, songwriter and producer Cardi B.",2021-03-31 12:45:06+00:00,2528,4954,234,False,2021-11-25 23:08:58+00:00,Who will win BEST POP SOLO PERFORMANCE AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
sega bodega fans romania 🇷🇴,"17, he/they, gee ayy why","oh my god! i thought this was a classic party! 
pfp by @TikoYeen",2020-05-28 11:28:41+00:00,265,382,45198,False,2021-11-25 23:06:25+00:00,"solar power album nominated for best rocking chair music at #GRAMMYs, #MAMAVOTE2021, #NobelPrize, etc...","['GRAMMYs', 'MAMAVOTE2021', 'NobelPrize']",Twitter Web App,False
Consequence,New York,"Music, Movies, TV and Pop Culture News for the Mainstream and Underground. 
Get merch ➡ @consequenceshop",2008-07-23 02:17:36+00:00,243551,2487,13747,True,2021-11-25 23:00:15+00:00,The Recording Academy continues its trend of strange decisions in the Best New Artist category https://t.co/egvA89UMcY #GRAMMYs,['GRAMMYs'],Hootsuite Inc.,False
Shine Publications,"Greater Accra, Ghana","We are a media company that loves entertainment, glamour and youth empowerment. +233240568338 https://t.co/prOuhzjcZN",2019-02-28 10:30:15+00:00,117,217,1804,False,2021-11-25 22:57:31+00:00,Congratulations 🎉 Hon. Harry Quartey on your engagement today! #shinepublications #GRAMMYs #HappyThanksgiving #wedding https://t.co/5gtrzEqkTv,"['shinepublications', 'GRAMMYs', 'HappyThanksgiving']",Twitter for Android,False
💋𝐇𝐎𝐔𝐒𝐄 𝐎𝐅 𝐆𝐔𝐂𝐂𝐈 𝐍𝐎𝐕 𝟐𝟒,,"Academy Award Lady Gaga Fan Account #HouseOfGucci Starring Lady Gaga, Al Pacino, Adam Driver, Jared Leto, Salma Hayek, ONLY IN THEATERS NOVEMBER 24",2018-07-25 00:59:15+00:00,3380,1770,135518,False,2021-11-25 22:54:03+00:00,I’m thankful for this incredible masterpiece which earned 6 #GRAMMYs NOMINATIONS this year. I love @ladygaga and @itstonybennett so much!! #LoveForSale https://t.co/VQGdzXuw1a https://t.co/U0ZZmFA0Db,['GRAMMYs'],Twitter for iPhone,False
💋𝐇𝐎𝐔𝐒𝐄 𝐎𝐅 𝐆𝐔𝐂𝐂𝐈 𝐍𝐎𝐕 𝟐𝟒,,"Academy Award Lady Gaga Fan Account #HouseOfGucci Starring Lady Gaga, Al Pacino, Adam Driver, Jared Leto, Salma Hayek, ONLY IN THEATERS NOVEMBER 24",2018-07-25 00:59:15+00:00,3380,1770,135518,False,2021-11-25 22:53:47+00:00,@PopCrave I’m thankful for this incredible masterpiece which earned 6 #GRAMMYs NOMINATIONS this year. I love @ladygaga and @itstonybennett so much!! #LoveForSale https://t.co/zRs7BVpB54,['GRAMMYs'],Twitter for iPhone,False
Farah ALHashem فرح الهاشم,Paris ,"Award-winning Film director, Journalist and Humanitarian",2021-10-29 00:24:13+00:00,25,28,68,False,2021-11-25 22:51:19+00:00,So #louisck is nominated for a #Grammy.. thoughts ??? #GRAMMYs,"['louisck', 'Grammy', 'GRAMMYs']",Twitter for iPhone,False
Crypto Vegan,,"@AURofficial_
https://t.co/kLwbQPX7s0
Lifetime Vegan
Crypto Enthousiast
Charity Unicorn
Awesome Polyglot",2012-11-04 16:24:02+00:00,179,1102,12805,False,2021-11-25 22:50:58+00:00,"@OpeoluwaFalodun @DaCryptoGeneral @AURofficial_ The #Aurum Official #socialmedia channels will be lively places this week!
🍀Stories of Gold on https://t.co/fQMf1vOfzg
🍀#BlackFriday #Discounts on #Apeswap and #PancakeSwap
🍀#Trivia quiz on https://t.co/ATzmPagyoc
🍀#AurumWallet V2 &amp; New Web Site imminent 🥳 $AUR #GRAMMYs #BTC","['Aurum', 'socialmedia']",Twitter Web App,False
Crypto Vegan,,"@AURofficial_
https://t.co/kLwbQPX7s0
Lifetime Vegan
Crypto Enthousiast
Charity Unicorn
Awesome Polyglot",2012-11-04 16:24:02+00:00,179,1102,12805,False,2021-11-25 22:48:21+00:00,"@OpeoluwaFalodun @WatcherGuru The #Aurum Official #socialmedia channels will be lively places this week!
🍀Stories of Gold on https://t.co/fQMf1vOfzg
🍀#BlackFriday #Discounts on #Apeswap and #PancakeSwap
🍀#Trivia quiz on https://t.co/ATzmPagyoc
🍀#AurumWallet V2 &amp; New Web Site imminent 🥳 $AUR #GRAMMYs #BTC","['Aurum', 'socialmedia']",Twitter Web App,False
Crypto Vegan,,"@AURofficial_
https://t.co/kLwbQPX7s0
Lifetime Vegan
Crypto Enthousiast
Charity Unicorn
Awesome Polyglot",2012-11-04 16:24:02+00:00,179,1102,12805,False,2021-11-25 22:47:24+00:00,"@OpeoluwaFalodun @Ralvero The #Aurum Official #socialmedia channels will be lively places this week!
🍀Stories of Gold on https://t.co/fQMf1vOfzg
🍀#BlackFriday #Discounts on #Apeswap and #PancakeSwap
🍀#Trivia quiz on https://t.co/ATzmPagyoc
🍀#AurumWallet V2 &amp; New Web Site imminent 🥳 $AUR #GRAMMYs #BTC","['Aurum', 'socialmedia']",Twitter Web App,False
F*CKSMARKS,"Brooklyn, NY",SMARKS ARE THE REASON WHY WRESTLING IS FALLING OFF!!!💯 #SAVEWRESTLING #CHANGETHEINDUSTRY,2019-10-15 22:36:12+00:00,470,296,2200,False,2021-11-25 22:42:30+00:00,"This just the Grammys being the Grammys…this the same people who gave Megan Thee Stallion best rap song over Drake, DaBaby &amp; Roddy😂😂🤦🏾‍♂️ #Grammys https://t.co/cqy40eSbqK",,Twitter for iPhone,False
Farnell Newton,"Portland, OR","Composer, Trumpeter and Family.
Label Liaison + AR&C Support at @marmosetmusic
Label Owner (Lofihiphop) @lofijazzsoul 
https://t.co/cpZHY34eOk",2010-02-07 11:20:21+00:00,6923,7590,17523,False,2021-11-25 22:41:25+00:00,"I’m looking forward to #lofihiphop being added at the #GRAMMYs #OneDay😂😂😂😂

@RecordingAcad","['lofihiphop', 'GRAMMYs', 'OneDay']",Twitter for iPhone,False
Nass⧗🧣(Taylor’s Version),,|🎄| Ancient Tea-lover🦕| ☃️| Potterhead🐍|🎄|,2020-08-15 02:35:06+00:00,150,138,18281,False,2021-11-25 22:39:08+00:00,"@lastskiss I still want this
I want to see her at the #GRAMMYs wearing this",['GRAMMYs'],Twitter for iPhone,False
Miley Cyrus Edition ,Turn On Post Notications ,Providing YOU the latest updates on @MileyCyrus since 2013! *Fan Account* Not affiliated with Miley! no copyright infringement intended. Miley follows,2013-06-07 19:54:38+00:00,17057,504,33179,False,2021-11-25 22:31:16+00:00,Billboard updated their article of the biggest snubs at the #Grammys and included @MileyCyrus https://t.co/avTOjsSHxV https://t.co/JQDuH7ZTy6,['Grammys'],Twitter for iPhone,False
Crypto Vegan,,"@AURofficial_
https://t.co/kLwbQPX7s0
Lifetime Vegan
Crypto Enthousiast
Charity Unicorn
Awesome Polyglot",2012-11-04 16:24:02+00:00,179,1102,12805,False,2021-11-25 22:28:58+00:00,"@OpeoluwaFalodun @XMaximist @AURofficial_ The #Aurum Official #socialmedia channels will be lively places this week!
🍀Stories of Gold on https://t.co/fQMf1vOfzg
🍀#BlackFriday #Discounts on #Apeswap and #PancakeSwap
🍀#Trivia quiz on https://t.co/ATzmPagyoc
🍀#AurumWallet V2 &amp; New Web Site imminent 🥳 $AUR #GRAMMYs #BTC","['Aurum', 'socialmedia']",Twitter Web App,False
Crypto Vegan,,"@AURofficial_
https://t.co/kLwbQPX7s0
Lifetime Vegan
Crypto Enthousiast
Charity Unicorn
Awesome Polyglot",2012-11-04 16:24:02+00:00,179,1102,12805,False,2021-11-25 22:28:44+00:00,"@OpeoluwaFalodun @IcedKnife The #Aurum Official #socialmedia channels will be lively places this week!
🍀Stories of Gold on https://t.co/fQMf1vOfzg
🍀#BlackFriday #Discounts on #Apeswap and #PancakeSwap
🍀#Trivia quiz on https://t.co/ATzmPagyoc
🍀#AurumWallet V2 &amp; New Web Site imminent 🥳 $AUR #GRAMMYs #BTC","['Aurum', 'socialmedia']",Twitter Web App,False
Crypto Vegan,,"@AURofficial_
https://t.co/kLwbQPX7s0
Lifetime Vegan
Crypto Enthousiast
Charity Unicorn
Awesome Polyglot",2012-11-04 16:24:02+00:00,179,1102,12805,False,2021-11-25 22:28:12+00:00,"@OpeoluwaFalodun @WhaleInsider The #Aurum Official #socialmedia channels will be lively places this week!
🍀Stories of Gold on https://t.co/fQMf1vOfzg
🍀#BlackFriday #Discounts on #Apeswap and #PancakeSwap
🍀#Trivia quiz on https://t.co/ATzmPagyoc
🍀#AurumWallet V2 &amp; New Web Site imminent 🥳 $AUR #GRAMMYs #BTC","['Aurum', 'socialmedia']",Twitter Web App,False
Crypto Vegan,,"@AURofficial_
https://t.co/kLwbQPX7s0
Lifetime Vegan
Crypto Enthousiast
Charity Unicorn
Awesome Polyglot",2012-11-04 16:24:02+00:00,179,1102,12805,False,2021-11-25 22:28:00+00:00,"@OpeoluwaFalodun @gem_detecter The #Aurum Official #socialmedia channels will be lively places this week!
🍀Stories of Gold on https://t.co/fQMf1vOfzg
🍀#BlackFriday #Discounts on #Apeswap and #PancakeSwap
🍀#Trivia quiz on https://t.co/ATzmPagyoc
🍀#AurumWallet V2 &amp; New Web Site imminent 🥳 $AUR #GRAMMYs #BTC","['Aurum', 'socialmedia']",Twitter Web App,False
Scar,NYC - St Louis,👨‍👩‍👧‍👧♥⚜️#STL 🇧🇩|🇺🇸♥#NYC🗽🎶♥#melomaniac #cinephile technomaniac music addict goth art globetrotter sporty 📷📲🎬 nature politics ☪☮℮✡☥☯✝👨🏽‍💻🍷🎼©,2008-12-19 00:49:05+00:00,154,288,700,False,2021-11-25 22:27:33+00:00,"#jonbatiste with 11 or 12 nominations at Grammys 2021👏🏽. His nominations span several genres including R&amp;B, jazz, American roots music, classical and music video. Bieber, Doja Cat.&amp; H.E.R. each got  8 nominations #grammys #grammys2022 #SilkSonic was a little late. 🙄",['jonbatiste'],Twitter for iPhone,False
Bmoreblogtalk,,Remy Ma The Godmother out now,2021-10-07 07:30:51+00:00,41,340,1698,False,2021-11-25 22:27:24+00:00,megan thee stallion trending normani Quavo NBA Youngboy lil nas x #RemyMa #WendyWilliams #GRAMMYs #babykeem . https://t.co/4arDzaZpeh,"['RemyMa', 'WendyWilliams', 'GRAMMYs', 'babykeem']",Twitter for Android,False
🧸ᴴ,92&94 =💗💗💘💗🏡💭,ฅ^•ﻌ•^ฅ… Selena y Vicio de Sari y Hoyeon de Hiro ❤️‍🩹💭,2018-06-09 01:25:48+00:00,242,157,22110,False,2021-11-25 22:23:53+00:00,"Look
#GRAMMYs
https://t.co/3lkq28Qrca",['GRAMMYs'],Twitter for Android,False
oneplayafrica,"Greater Accra, Ghana",We are Unlimited Culture. Watch Exclusive New TV series Every Weekday on Monday to Sunday on https://t.co/3pzzQUUlUA,2014-07-30 14:24:43+00:00,8457,797,2959,False,2021-11-25 22:23:27+00:00,"Do you think the “Grammy cravers” are acting too proud by not seeking some coaching advice on how to get to the #Grammys from Rocky Dawuni? 

@tinalovenayram1 shared her thoughts 
Host: @tillyakuanipaa 
https://t.co/l2UzUS2nZY https://t.co/lsQIw7Sthm",,Twitter for iPhone,False
kevin ☆,,"if you never bleed, you’re never gonna grow. ♊︎ ♪ 𖦹",2016-03-29 20:21:55+00:00,650,778,59982,False,2021-11-25 22:22:51+00:00,"Olivia should win the #GRAMMYs for (and I think she will):
- Best New Artist
- Best Pop Vocal Album
- Song of the Year https://t.co/MjGrX2xdnr",['GRAMMYs'],Twitter for Mac,False
MTV NEWS,,very fun and social wow!,2009-05-14 20:33:18+00:00,5028639,5816,5962,True,2021-11-25 22:19:00+00:00,".@taylorswift13's #Evermore earned an Album of the Year nod at this year's #GRAMMYs, and her imaginative ninth LP is ~still~ the perfect vibe for your holiday weekend
https://t.co/YbtbNqO5E4","['Evermore', 'GRAMMYs']",TweetDeck,False
singerinfo,"Madrid, Espagne",nformation and numbers of your favourite artists ‼️😉,2020-12-28 20:22:44+00:00,1,2,11,False,2021-11-25 22:18:43+00:00,"This year, @LadyGaga won 6 nominations for the #Grammys 
And @ArianaGrande won 2 nominations for the #Grammys 

Which singer do you prefer?‼️","['Grammys', 'Grammys']",Twitter for iPhone,False
🧸ᴴ,92&94 =💗💗💘💗🏡💭,ฅ^•ﻌ•^ฅ… Selena y Vicio de Sari y Hoyeon de Hiro ❤️‍🩹💭,2018-06-09 01:25:48+00:00,242,157,22110,False,2021-11-25 22:18:31+00:00,"My dear queen is nominated for her ep in Spanish 
#GRAMMYs

https://t.co/3lkq28Qrca",['GRAMMYs'],Twitter for Android,False
Bonet,,Just to be myself,2021-10-29 11:15:06+00:00,2,34,244,False,2021-11-25 22:16:01+00:00,The Living #LENGENDS in Ghana Music @stonebwoy @RockyDawuni  #GRAMMYs the crown 👑 is going to be ours. https://t.co/pBX5KWNJK4,"['LENGENDS', 'GRAMMYs']",Twitter for iPhone,False
Dufour patrick,Bordeaux    France,the spirit of this site is dedicated to the sharing and exchange of music in all its forms,2016-06-11 14:33:10+00:00,3380,5001,430206,False,2021-11-25 22:15:56+00:00,@billboard 💃⚡️🕺🎥🎤🎹Tony Bennett &amp; Lady Gaga and ABBA might want to thank the Recording Academy for getting rid of its #GRAMMYs nominations review committee. Wizkid might feel differently. https://t.co/y0hZmNwTc4 https://t.co/wlpTOHfIaO,,Twitter Web App,False
Y,,"Inner peace which is the absolute desire of humans is what I crave for|| I❤books ||
stan to 2x Grammy Nominee|| #WizKidFC",2020-09-29 09:32:36+00:00,653,576,7769,False,2021-11-25 22:14:57+00:00,"Bruno Mars, Anderson .Paak, Silk Sonic - Leave the Door Open is  definitely winning ROTY or SOTY at next year's #Grammys .

You heard it here first!

That song just screams class and classic material.",,Twitter Web App,False
BNN Africa,,Breaking news network across Africa and the globe - Break-N News Africa (Biggest Africa News Coverage),2020-12-06 10:41:51+00:00,1515,636,18915,False,2021-11-25 22:14:42+00:00,"Lady Gaga and Tony Bennett's friendship over the past decade is a delight to witness for their fans.

The singers' Cole Porter tribute album, ""Love for Sale"" got them selected for six Grammy Awards on Tuesday as have a ton to celebrate.  #Grammys

https://t.co/uA73GAmsT7 https://t.co/FxrI0KLqOl",,Blog2Social APP,False
Stress Judo Coaching,"Indiana, USA","Rules are things to get around. Walls are there to be broken down. YOU are the River of Life. ""TF30: Time Management Like A Lawyer"" (Kindle) [Coaching coming]""",2009-02-16 05:33:28+00:00,1572,1542,10702,False,2021-11-25 22:10:34+00:00,"@drdavidsamadi The #GRAMMYs for Man of the Year goes to - Bryan Adams!
Surviving the most fatal disease in all of history 2x in 1 month! https://t.co/FjI7Wbjb5h",['GRAMMYs'],Twitter Web App,False
MissPirateO'Connell,Somewhere,"Music lover.
I stan a lot of artists but it was Billie's music who touched my soul.",2021-08-17 10:29:33+00:00,75,31,6789,False,2021-11-25 22:07:14+00:00,"Scores of my fave #GRAMMYs-nominated songs this year! But look at #HappierThanEver, those notes dancing all over the staff likes it's a party! I love how Billie's rule-breaking bleeds into her songwriting. That girl doesn't follow common pop chord progressions. Genuis b*tch. 😎😂 https://t.co/xfeU1Ng80q","['GRAMMYs', 'HappierThanEver']",Twitter for Android,False
GoodNewsfromFinland,Finland,"We write & tweet about positive and globally interesting business and innovation-related news topics from Finland, and other Finnish curiosities.",2009-11-12 13:56:50+00:00,36224,18185,2359,False,2021-11-25 22:05:01+00:00,The 2022 Grammy Award nominees for Best Opera Recording include @MetOpera's  Poulenc: Dialogues Des Carmélites with @MattilaKarita and @HelsinkiPhil's Bartók: Bluebeard's Castle with @MalkkiConductor and @MikaKares. via @Classic107FM @musicfinland #GRAMMYs https://t.co/smDihtbNgO,,Hootsuite Inc.,False
Aurum_Opejetmoon,Nigeria,#Agoodman,2013-06-08 03:25:23+00:00,103,560,3608,False,2021-11-25 22:05:00+00:00,"@AltcoinDailyio The #Aurum Official #socialmedia  channels will be lively places this week!
🍀Stories of Gold on https://t.co/tsGxh5MsEa
🍀#BlackFriday #Discounts on #Apeswap and #PancakeSwap
🍀#Trivia quiz on https://t.co/hlbkqTipZV
🍀#AurumWallet V2 &amp; New Web Site imminent 🥳 $AUR #GRAMMYs https://t.co/X4n4YTOtmd","['Aurum', 'socialmedia']",Twitter Web App,False
