user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
The Voice of GenX,,,2011-05-28 15:28:21,292,1037,58,False,2020-07-25 11:42:19,"#COVID19 Virus is an  ENGINEERED virus and Derives from a failed attempt to create  an HIV Vaccine. 

Nobel Laureat… https://t.co/IrP2fopEZQ",['COVID19'],Twitter for iPhone,False
Jason Scott-Warren,Cambridge,"climate activist, material texts maven. New book SHAKESPEARE'S FIRST READER out from UPenn.",2013-03-27 08:58:59,1907,1215,17237,False,2020-07-25 11:42:11,John David Rhodes at the Corpus graduation ceremony 2020. #brighton #zoom #COVID19 https://t.co/yqxZVSGQqf,"['brighton', 'zoom', 'COVID19']",Twitter for iPhone,False
Deccan Herald,India,"Bangalore & Karnataka's leading news daily for over 72 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",2011-03-18 10:02:16,57160,737,1076,True,2020-07-25 11:42:10,"#Covid19 | India did 3.50 lakh tests every day over the last one week, the ministry said.

https://t.co/CldXmvDQ6A",['Covid19'],Twitter Web App,False
RFI English,"Paris, France","Radio France Internationale - World news, features and sport in English broadcast daily from the French capital, #Paris",2008-12-04 15:45:52,23147,204,2717,True,2020-07-25 11:42:09,#France singles out 30 million priority citizens for #COVID19 vaccine https://t.co/ED0YQWRELa via @RFI_En,"['France', 'COVID19']",Twitter Web App,False
carolineg,,lives forest gate works NHS,2013-03-26 20:26:27,65,163,2954,False,2020-07-25 11:42:07,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/SMWP8aPo4c",['COVID19'],Twitter for iPhone,False
Rachakonda Police,"Neredmet, Vayupuri colony  ","Mahesh Muralidhar Bhagwat (IPS 1995)ADG is 1st Commissioner since 1st July 2016. 3 zones LB Nagar, Malkajigiri, Yadadri Bhongir. 9490617111 whatsapp control no.",2016-07-04 11:53:09,87454,298,9964,True,2020-07-25 11:42:06,"#Rachakonda_Traffic_Police conducted #Awareness program on #Precautions to prevent #Covid19,  #SocialDistancing, us… https://t.co/CLAFN9wL4Q","['Rachakonda_Traffic_Police', 'Awareness', 'Precautions', 'Covid19', 'SocialDistancing']",Twitter Web App,False
mandy priest,United Kingdom,"I'm a 38yrs old vegan & have a love 4 photography who also loves Los Angeles & a la kings, Pittsburgh Penguins & golden knights fan, @katjaglieson #katjator",2009-04-26 23:59:59,191,651,4547,False,2020-07-25 11:42:04,@TheHarveyCentre what’s the point in the mandatory mask when people are just allowed to break that law 🤷‍♀️😡… https://t.co/GxoFHzTtJb,,Twitter for iPhone,False
Crescent_Shoes,"Lagos, Nigeria","Nigerian Handmade footwares.
Your official foot plug",2020-07-16 20:50:25,115,441,1,False,2020-07-25 11:42:01,#Egetwhy I dey talk EnoughisEnough cos  this is my #Hustle kindly support a brother's business. Your Retweets goes… https://t.co/suZwTXJurC,"['Egetwhy', 'Hustle']",Twitter for Android,False
Phoenix,,"Music, Dance, Writing. Cats, Wild Cats, Orcas 

#DemExit 2016 
No #MedicareForAll, No Vote


Joe Biden is unfit for office. I won't vote for him. Or Trump.",2009-04-17 04:42:25,1625,1540,8060,False,2020-07-25 11:41:59,"https://t.co/HLXvi72Wfk 

At the College of #Alameda, students and faculty are helping to fight against #food insec… https://t.co/l79oClCnOR","['Alameda', 'food']",Twitter Web App,False
TheKhabars,"New Delhi, India","https://t.co/x849yGBEQW is a bilingual (Hindi, English) news website, which provides you news about every single event around the globe.",2020-03-25 05:23:24,109,13,502,False,2020-07-25 11:41:57,Rajasthan: BJP delegation led by state party president Satish Poonia and Leader of Opposition Gulab Chandra Kataria… https://t.co/e24BfgYgeD,,Twitter for Android,False
Melon Rahel Adamou,Afrique,#Ethiopian #African @alubusiness alumna |Strategy Consultant| Public Sector| Agriculture| All About Numbers|Photography| እንትንና ምናምን| Views are my own,2009-06-23 12:50:35,6571,1841,18544,False,2020-07-25 11:41:56,Good insights and summary on #Africa’s responses to #COVID19 pandemic. Good to see proactive and wide range of soci… https://t.co/au40O9GwlZ,"['Africa', 'COVID19']",Twitter for iPhone,False
MapmyIndia Move,"New Delhi, India","Move App is the one-stop accurate solution for Maps, Navigation, and Safety. Check COVID-19 Guide - https://t.co/NWHn8umEz9 #StayHomeStaySafe",2019-05-29 05:21:28,1091,68,84,False,2020-07-25 11:41:56,"@ravisheoran Hi @ravisheoran, Now you can also get COVID-19 ""Complete Info""- Just not stats on @MapmyIndia.
#COVID-… https://t.co/YWDtWIfnCO",['COVID'],Twitter Web App,False
Omgbachy,,,2019-05-12 18:15:46,1,17,5,False,2020-07-25 11:41:56,@Paypal @askpaypal My entire paycheck was deposited into my paypal account and a limitation was placed on the accou… https://t.co/LsRlAscYXN,,Twitter for iPhone,False
Angsuman's Server,Canada,"Me: Software Architect, Entrepreneur
Server: Raspberry Pi
Now focused on COVID19 research in India, follow me for daily analysis. Data source: https://t.co/IxO40dUQL2",2009-07-24 17:56:48,83,28,133,False,2020-07-25 11:41:54,"Active #COVID19 cases in #Rajasthan, #India, have increased by 218 in last 24 hours or 9.1 per hour. Info. provider… https://t.co/SLeor0csAR","['COVID19', 'Rajasthan', 'India']",Prof. Shanku,False
Larry Felton Johnson,Atlanta,Editor and publisher of the Cobb County Courier. Retweets are what other people wrote.,2010-04-26 13:03:29,7155,4500,6607,False,2020-07-25 11:41:52,WaPo has a good interactive list of a subset of #COVID19 national numbers at the bottom of https://t.co/jvGphO520Z,['COVID19'],Twitter Web App,False
Govind patil,Banglore,,2017-06-17 16:39:21,31,522,5557,False,2020-07-25 11:41:51,"Around 390 students are expected in each examination center for #KCET 
Won’t that be a hotspot for #Covid19?… https://t.co/FdcPduw3qt","['KCET', 'Covid19']",Twitter for Android,False
Jay Wadkin 🇪🇺,"England, United Kingdom","living on the edge of Ushaw Moor nr. Durham
bit of a poet, draw a bit,  bit of a birder, a bit human",2017-10-10 09:45:37,1161,2486,76713,False,2020-07-25 11:41:49,"(apparently Dom Cummings hates this app. sees it as the enemy..🙄 if that's true then) ....

Help slow the spread of… https://t.co/nhqDPiSosJ",,Twitter for Android,False
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,433,1,0,False,2020-07-25 11:41:48,"2 new cases in the Turks and Caicos Islands 

[12:41 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False
CC BLAZE,Nigeria,,2012-10-07 16:18:28,133,829,12170,False,2020-07-25 11:41:46,True or false??? #COVID19 #AwayByRemi #TachaDanceChallange #bbnaijalockdown2020 https://t.co/oGh8QIn2rv,"['COVID19', 'AwayByRemi', 'TachaDanceChallange', 'bbnaijalockdown2020']",Twitter for Android,False
KM Beats,,music producer😎🎛🎧🎶🎙🎹,2020-05-07 09:58:07,4,36,75,False,2020-07-25 11:41:42,Km beats is climbing higher am going to have my work in all digital platforms #COVID19 #LockdownSA  #BlackIsKing… https://t.co/neHjcB4U9S,"['COVID19', 'LockdownSA', 'BlackIsKing']",Twitter for Android,False
Elena Becatoros,,"Associated Press bureau chief, southeast Europe. RT not endorsement, opinions my own and all the usual caveats.",2011-08-10 12:33:54,3230,496,335,True,2020-07-25 11:41:42,#Greece imposes requirement of proof of negative #coronavirus test on passengers flying in from #Bulgaria and… https://t.co/VBwcQzSwc7,"['Greece', 'coronavirus', 'Bulgaria']",Twitter for iPhone,False
Timothy Sweeting,Australia,I'm changing the world by one good deed at a time.,2019-04-04 04:27:32,0,10,121,False,2020-07-25 11:41:40,"#COVID19 To wear or not to wear  a mask? 

ABSENCE OF EVIDENCE IS NOT EVIDENCE OF ABSENCE.

In other words, we shou… https://t.co/zDbjhXjdAb",['COVID19'],Twitter Web App,False
Mentoring With Jeff,"Pennsylvania, USA",My two passions in my life are providing Free Mentoring and opening my online store with the best high-paying affiliate programs and resources for my readers.,2015-11-29 00:07:05,3697,4951,53524,False,2020-07-25 11:41:38,"Survey Finds the Average Person Has Gained 7 Pounds During Quarantine

https://t.co/QzOW23Cmzs

I really am not hap… https://t.co/oag7os6cSL",,Twitter Web App,False
Eddie McCabe,Liverpool,"Hyper-democratic.

Left leaning Man City supporter, living in Liverpool since 1981.

Life is too short not to laugh and sing.

RTs do not equal endorsements.",2014-06-10 09:49:04,181,453,20095,False,2020-07-25 11:41:29,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/VvStCaNcLJ",['COVID19'],Twitter for iPad,False
TGIDNIB,,The Great Indian Defence News In Bengali is the first bengali defence page of FB,2020-05-22 06:58:48,403,0,35,False,2020-07-25 11:41:29,India records the highest-ever #Covid19 tests in a single day. Nearly 1.6 crore samples have been tested so far in… https://t.co/7Qk269bHIe,['Covid19'],Twitter Web App,False
Jon Swift,Suffolk,"Loves travel, and wine
These are my views
All mine",2008-04-21 17:35:40,150,499,4496,False,2020-07-25 11:41:27,"Keep on sharing

Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms… https://t.co/5ibIYebQIH",['COVID19'],LinkedIn,False
𝑒𝓁𝒾𝓈𝒶𝒷𝑒𝓉𝒽,"New York, NY","the truth is, most of us discover where we are headed when we arrive.",2010-02-09 18:34:34,904,964,21737,False,2020-07-25 11:41:23,i think the most irritating part about this was the lady from #Chicago who had ‘.@PopeyesChicken when she first got… https://t.co/rY94w9yXUh,['Chicago'],Twitter Web App,False
Joseph Karam,"Brooklyn, NY",We're living in the wrong branch of the wave function.,2011-03-03 21:00:20,427,253,23775,False,2020-07-25 11:41:20,Sinclair owns 200 local television stations in nearly 100 markets. This conspiracy will spread faster than #COVID19 https://t.co/svGHMWgEQ9,['COVID19'],Twitter for Android,False
MapmyIndia Move,"New Delhi, India","Move App is the one-stop accurate solution for Maps, Navigation, and Safety. Check COVID-19 Guide - https://t.co/NWHn8umEz9 #StayHomeStaySafe",2019-05-29 05:21:28,1091,68,84,False,2020-07-25 11:41:18,"@Indiannewsnetw2 Hi @Indiannewsnetw2, thanks for sharing. Now you can also check our online map for the latest and… https://t.co/Q7mcJVleY2",,Twitter Web App,False
Armenian News-NEWSam,Armenia,"Follow Armenia! Armenian News - NEWS.am offers latest news on political, military, economic issues, sports, and culture. Watch our exclusive videos and photos!",2011-02-19 13:55:10,4111,301,66,False,2020-07-25 11:41:17,#Vietnam detects first domestic #COVID19 case in 3 months https://t.co/R05H76Y6qC,"['Vietnam', 'COVID19']",Twitter Web App,False
InlandVampire777 ☮🌐🎧♒🙃😷,L.A /SWAGISTAN/FUCKINGHAMSHIRE,"🎛 MACHINE MUSIC 🎛 
CALIFORNIA SOUL /
BLACK LIVES MATTER / VIRTUE SIGNALLING FREEZONE",2012-10-29 18:57:05,435,629,14299,False,2020-07-25 11:41:15,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/2wDz3axKkl",['COVID19'],Twitter for Android,False
Dirk Hofmann,"Munich, Bavaria","Co-Founder of dainstudios an #AI & #DataScience company in DE, FI. #Mobile expert worked on #wearables, #sensors, #IoT, #bigdata long before it became buzzwords",2007-11-07 17:11:57,443,718,363,False,2020-07-25 11:41:14,David Kriesel's #databased explanations and findings on #COVID19 plots and interpretation aids shed some light on w… https://t.co/QFRcpvqhNF,"['databased', 'COVID19']",IFTTT,False
ArogyaAndhra,"Amaravathi, Andhra Pradesh","Official COVID-19 Response Handle for AP. 
Official twitter account of Health, Medical & Family Welfare Department, Government of Andhra Pradesh.",2017-06-20 02:57:20,77119,79,523,True,2020-07-25 11:41:09,It is important to wear the mask in the right way covering the nose &amp; mouth completely to control the spread of… https://t.co/mUsVftGfO8,,Twitter Web App,False
Chelsea (Chellyblue),"Detroit, MI","*** Please go makes sure you are registered to vote!!! Check your local candidates for open positions too!! *** Mother, IT Analyst, & sometimes gamer.  She/Her",2012-04-02 22:49:54,148,223,1267,False,2020-07-25 11:41:09,"All these people talking about how “God is with you” or “God will protect you”.

That’s super nice and all but  an… https://t.co/e6q74ZMVts",,Twitter for iPhone,False
Daughter of The Most High God,,Love your brothers and sisters. All glory and honor to #TheMostHigh. Creator of the heavens and earth. 🌍🌎,2012-07-22 14:29:29,720,715,3019,False,2020-07-25 11:41:07,So The Lord is so good He  can love discipline forgive and set us free at the same time.  #COVID19  #BLM  @justiceDriver1,"['COVID19', 'BLM']",Twitter for iPhone,False
Jacko,"South East, England","Never, ever, argue with an idiot. They'll drag you down to their level & beat you with experience! #saintsfc #casuals #adidas #music #beer #RunChat #BeingGreen",2013-10-06 07:14:42,192,89,8844,False,2020-07-25 11:41:05,Today I'm donating my high antibody blood plasma in the hope that it helps other people in their fights against… https://t.co/7FtmTMacLN,,Twitter for Android,False
TNN,India,"Lightning fast alerts, BreakingNews, Corona Updates, Cinema and Sports news from Tamilnadu and around India",2020-03-24 04:29:04,171,74,50,False,2020-07-25 11:40:59,"Actor @VishalKOfficial and his father Mr.G.K.Reddy tested positive for #Covid19 15/20 days back..

While #Vishal 's… https://t.co/Eh9h1g8xR3","['Covid19', 'Vishal']",Twitter Web App,False
Pink & Susan,United Kingdom,Hello we're Pink⚧ & Susan & have been together for many years :) we both are UK European. We like to watch Films listen RADIO we feed wild birds. 🏴☠️🇪🇺,2017-01-21 16:35:42,1114,1963,54623,False,2020-07-25 11:40:50,@RedIevel Hola Amego 😀😀; your tweet describes the PERFECT Mexican STAND OFF. Do we SLIM DOWN to size ZERO &amp; no ener… https://t.co/dlIFbcwtF3,,Twitter for Android,False
COVID19 Numbers,,COVID19 WATCHERS BE INFORMATIVE ON WHAT IS HAPPENING AROUND THE WORLD ESPECIALLY IN ASEAN AND US.,2020-07-06 03:53:55,26,57,93,False,2020-07-25 11:40:47,"MALAYSIA #COVID19 UPDATE
JULY 25, 2020 | SATURDAY

 6 Import (4Mys+2Foreigner)
10 Local Transmission (Malaysian)
 7… https://t.co/2aM4vuB43v",['COVID19'],Twitter for Android,False
Ananya W-B,"London, England",Keeping it structural since day 1/She/Her/Socialist feminist/writer @NorwichRadical @opendemocracy @ceasefiremag/ editor @redpeppermag /songwriter/snack lover,2013-03-24 16:35:40,290,366,658,False,2020-07-25 11:40:44,"To really ""understand the virus"", one must attend meetings, read reports and listen to scientists. How did… https://t.co/kKiz6pMrmG",,Twitter for Android,False
Maruthi kumar ,,,2013-02-10 18:05:11,7,176,54,False,2020-07-25 11:40:42,"@AndhraPradeshCM 
@ICCCWAP 
@HariKrishnaCMO 
@ysjagan 
@YSRCParty 
@PawanKalyan 
@JSPShatagniTeam 
@JanaSenaParty… https://t.co/lzp4ZUwuEp",,Twitter for Android,False
Norsedaddy,Minneapolis,"Dad, husband, environmental advocate,  camper, baseball coach,  social justice.",2012-01-16 14:42:12,33,445,3722,False,2020-07-25 11:40:37,The last 5 months have really shown how impatient people are and how people are incapable of handling the loss of a… https://t.co/gnxrhdQGVR,,Twitter for Android,False
Ana Portugal,"Lisbon, Portugal",Global BD/marketing/digital based in 🇵🇹. Incurable optimist😃 and polyglot. Extrovert with a passion for 🐈and sci-fi. 💜my family. Views my own.,2010-01-09 00:19:37,314,660,2619,False,2020-07-25 11:40:36,First #facemask that inactivates #COVID19 created in Portugal🇵🇹❤️ https://t.co/rYAxC6E255,"['facemask', 'COVID19']",Twitter for iPhone,False
Shannon SwartRamirez,,Dance like everyone is watching.,2009-07-28 15:23:11,56,160,1565,False,2020-07-25 11:40:35,Haha @realDonaldTrump #COVID19 is not a #DemocraticHoax https://t.co/KCcEhZCqGX,"['COVID19', 'DemocraticHoax']",Twitter for Android,False
Bamba 2.0 ⭐,,ig: matis.stpierre,2019-10-31 19:42:22,1,184,101,False,2020-07-25 11:40:34,"if u the type of person who tells me 10 different stories when I just woke up, get out of my life ➡️🚪

#Memes #COVID19","['Memes', 'COVID19']",Twitter for Android,False
Ganes Kesari,"Princeton, NJ",Simplifying data science for business | Co-founder & Chief Decision Scientist @Gramener | Data Science Advisor | TEDx Speaker,2011-05-08 13:19:11,1063,998,1412,False,2020-07-25 11:40:32,"My 5000-year historical timeline went obsolete in 3 months😲

I dig #history🤓 &amp; was thrilled to buy this ‘Timeline o… https://t.co/m1SlHxDIU0",['history'],Twitter Web App,False
Mirta Imperatori,"London, Uk.","Artist/Whiz/Poet/Revolutionary. 
I love nature, animals, travelling & I give survival  tips.
#Teamfollowback",2009-04-08 14:28:56,23662,25776,138904,False,2020-07-25 11:40:32,"Portugal still on quarantine list for holidaymakers from the UK, but #Portugal Coronavirus death rate is a lot lowe… https://t.co/Ag1iHdhmVJ",['Portugal'],Twitter Web App,False
🏳️‍🌈 eveline wandl-vogt,vienna | linz | pb | ischgl,"founder #k4h+ @ArsElectronica #explorations4u @oeaw, affiliate @metalabharvard; experimentalist, applied+ urban humanities #SDGs #STS #art #OpenInnovation owner",2012-12-07 15:25:52,1024,3733,7898,False,2020-07-25 11:40:31,quarantine influences earth movement #movability #COVID19 #oneplanet https://t.co/BQKJwl95mB,"['movability', 'COVID19', 'oneplanet']",Twitter for Android,False
ANI,India,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/PjGRhL4qvg",2011-08-16 05:23:41,4515179,0,0,True,2020-07-25 11:40:30,Rajasthan: BJP delegation led by state party president Satish Poonia and Leader of Opposition Gulab Chandra Kataria… https://t.co/DvC61z4gXc,,Twitter Web App,False
Dr. Aishwaya Amol Kelkar,"pune , Maharashtra",Doctor,2020-07-16 08:03:37,1,0,0,False,2020-07-25 11:40:28,"Clinical Characteristics of Covid 19
https://t.co/V53EfYSQfv

Subscribe for more videos on health and medicine :… https://t.co/dijk3qMjuJ",,Twitter Web App,False
Michael Quinn,"Virginia, USA",LinkedIn Top Voice. EY Senior Manager & Founder of https://t.co/tlLgzuopAo. Army SGM (Ret) leading a campaign to reduce veteran unemployment & underemployment.,2015-11-17 22:23:10,127,102,32,False,2020-07-25 11:40:23,This week I learned my son has been secretly training for a Zombie Apocalypse (or Broadway Play if you see the end)… https://t.co/5t7zitl4jq,,LinkedIn,False
Phoenix,,"Music, Dance, Writing. Cats, Wild Cats, Orcas 

#DemExit 2016 
No #MedicareForAll, No Vote


Joe Biden is unfit for office. I won't vote for him. Or Trump.",2009-04-17 04:42:25,1625,1540,8060,False,2020-07-25 11:40:16,"#COVID19 survivor who had most of his fingers amputated: ‘This can happen to you’ https://t.co/cLV4e7NDKv 

“It sho… https://t.co/asef31TJ5S",['COVID19'],Twitter Web App,False
Stacy Butler,"Tucson, AZ","Director, Innovation for Justice, Univ. of Ariz. Law.  Tweets are my own.",2017-09-27 16:16:49,636,337,1106,False,2020-07-25 11:40:16,Talking to ⁦@WBUR⁩ about the 17-28 million renter households at risk of #eviction during #COVID19.… https://t.co/VozL99cJ7g,"['eviction', 'COVID19']",Twitter for iPhone,False
Bhautik,"Gujarat, India",,2020-06-11 14:12:37,5,43,259,False,2020-07-25 11:40:15,"We, the students, are the future of our state, our country. 
 If we become victims of the deadly virus #COVID19, an… https://t.co/jCp3fm7Fw4",['COVID19'],Twitter Web App,False
Marilyn Archer,"Hamilton, Ontario ",Mom of @ihearthamilton ❤ keeping up with #hamont tweets & #worldwidenews,2014-01-13 19:35:09,1692,2489,32623,False,2020-07-25 11:40:15,We all NEED to follow the 3 W's for a long while yet #WearAMask #washyourhands #watchyourdistance #COVID19… https://t.co/pLfyVwbeiu,"['WearAMask', 'washyourhands', 'watchyourdistance', 'COVID19']",Twitter for Android,False
Daughter of the Soil,"Johannesburg, South Africa","I stand for the truth and what's right, even if that truth is unpopular. RT's might be meant to show a different view. Tweeting in my personal capacity",2010-03-29 15:54:36,1667,823,19409,False,2020-07-25 11:40:14,"Not being able to be there for a loved one during one of the worst times of their life HURTS

Corona is brutal #COVID19",['COVID19'],Twitter for Android,False
Jersey.boy,,Arsenal fans. Jersey dealer.. I follow back,2020-07-25 03:58:18,149,362,176,False,2020-07-25 11:40:13,"Stay focus.

 #ObasekiFlagsOffToday #Egetwhy #AwayByRemi #COVID19 

I follow back https://t.co/vUO9Wj80Bb","['ObasekiFlagsOffToday', 'Egetwhy', 'AwayByRemi', 'COVID19']",Twitter for Android,False
Dr. Abdullah Al Bahrani,"Muscat, Oman",Economist. Associate Prof of Economics. 🇴🇲#econtwitter #Oman He/Him/His,2012-10-14 17:57:25,3714,3328,33021,False,2020-07-25 11:40:10,"Some have pointed out the “low death rate” in Oman. As I understand, deaths lag new cases by about a month (someone… https://t.co/xXZAlagrfA",,Twitter for iPhone,False
Vtv Ganesh,"Tirunelveli, India",Bored engineer | ContentWriter | Cinema lover | Film Entertainment | Film News & Events |  Reviews and ratings are my personal |,2014-12-04 04:13:00,1965,428,12219,False,2020-07-25 11:40:08,"Actor @VishalKOfficial and his father Mr.G.K.Reddy tested positive for #Covid19 15/20 days back..

While #Vishal 's… https://t.co/aY5yKv9Av2","['Covid19', 'Vishal']",Twitter for Android,False
Farhan Janjua 🏳️‍🌈🇵🇰🇩🇪🇪🇺,"Berlin, Germany","Digital Journalist. Works @NDMedienmacher, consultant @reporterog. Editor @vointernet. Prev: @snv_berlin, @dailytimespak, @dunyanews, @bertelsmannSt's @fc__org",2008-09-10 12:14:01,2445,805,543,False,2020-07-25 11:40:06,No #CSDBerlin this year because of #Covid19! Anyone who’s seen a CSD Berlin before would know Berlin is not real… https://t.co/6J6S9kFOSU,"['CSDBerlin', 'Covid19']",Twitter for iPhone,False
Pocahontas ♡♡,Somewhere I belong*  🦄,♡Stay true to yourself•🇿🇦•,2011-03-24 18:48:07,645,768,9733,False,2020-07-25 11:40:06,Worth a share #COVID19 https://t.co/WesqTHYfFM,['COVID19'],Twitter Web App,False
Darmo♠️Coordicide is coming♠️,Germany,Enthusiast of global energy balancing and idea the #IOTA #Tangle ecosystem. #DAG and DLT- Data Ledger Technology,2018-08-23 11:45:17,357,1244,10758,False,2020-07-25 11:40:05,"More than 700,000 new infections in three days
#Coronavirus reloads: Graphics show sad records - they have their re… https://t.co/1vYtqEnJaj",['Coronavirus'],Twitter Web App,False
UNAIDS Tanzania,"Dar es Salaam, Tanzania","The goal of @UNAIDS is to lead and inspire the world in getting to zero: Zero new HIV infections, Zero discrimination and Zero AIDS-deaths.",2019-02-25 11:49:54,896,483,556,False,2020-07-25 11:40:05,"#COVID19: No return to ‘old normal’, says @UN health chief, as cases top 15 million

https://t.co/yt4SuSuKXf",['COVID19'],Hootsuite Inc.,False
Big Brother Naija,Lagos,"Follow for 24/7 updates on #BBNAIJA Lockdown House
Youtube:  (SUBSCRIBE For Daily Giveaway) https://t.co/l5I04zHX7a
If WE FOLLOW YOU KINDLY FOLLOW BACK",2014-11-09 17:03:30,48003,37385,6608,False,2020-07-25 11:40:04,"Who should we ship with #Ozo? #Nengi or #Dorothy?
#bbnaijalockdown2020
#bbnaija2020 #BBNaijaLaunch #BBNaijaUpdates… https://t.co/Xj7Ttoio1W","['Ozo', 'Nengi', 'Dorothy', 'bbnaijalockdown2020', 'bbnaija2020', 'BBNaijaLaunch', 'BBNaijaUpdates']",Twitter for Android,False
Mai68 🇺🇸🇵🇭🇫🇷🇪🇺,"Silver Spring, MD",#Resist #ANTIFA #Impotus #EndGunViolence #TrumpLiesPeopleDie #AlexThrone2 #ProtectKidsNotGuns #Music #ProtectThePlanet #VoteBlueNoMatterWho2020,2013-09-18 20:40:51,28028,28192,13340,False,2020-07-25 11:40:02,"UPDATE 113 (07/25): Today we would have 90,280 (not 4,248,327) cases of #COVID19 and 4,033 deaths (not 148,490) in… https://t.co/J9vxe7dQRR",['COVID19'],Twitter Web App,False
Engineer Matšhela Koko,,"Retweets are NOT endorsement.

Former Eskom Interim GCEO.

MD: Matshela Energy.

Committed to a just energy transition and Energy4ALL.",2016-07-23 14:03:40,51412,462,3975,False,2020-07-25 11:40:01,"From the archives!

#COVID19

President @CyrilRamaphosa and @KhuselaS https://t.co/3GJr19cG5B",['COVID19'],Twitter for Android,False
🧛‍♂️BIG GINGER NEXT🧛‍♂️,,"Mr Big will u lit a ginger (fire)🔥
Accept Nothing,
Believe Nobody, Challenge Everything!",2018-07-03 18:47:41,1963,1673,16914,False,2020-07-25 11:39:58,I see that u follow the #Covid19 guideline👇🤦‍♀️🤦‍♀️ https://t.co/6DVNJQaFLh,['Covid19'],Twitter for Android,False
TalentCoop,Here & There @121depression,"#FairyGodmother No wand, many opinions!  #Humanity #Justice #Kindness #MentalHealth #Biz #Tech Co Founder #depressionhurts https://t.co/il6MO8oOPS",2010-11-28 19:53:57,5602,5522,128297,False,2020-07-25 11:39:55,So much opportunity that #covid19 brought to right wrongs is being lost by politicians eager to return to a normal… https://t.co/cXVtaZtx5R,['covid19'],Twitter for Android,False
Jennifer Coleman,"Virginia, USA",Army veteran. Golf fan. History buff.  Scorpio.,2013-11-27 15:43:31,1180,353,71870,False,2020-07-25 11:39:49,"Your belief in GOD or a higher power, does not transfer to good morals.
If ONLY it was that easy.
Morality is a cho… https://t.co/LaIIyMbMX8",,Twitter for Android,False
Mushaal Hussein Mullick,Srinagar and Islamabad.,"Chairperson Peace & Culture Org, Artist, Freedom Fighter, Craft Revivalist, Peace Adv & Proud Wife of Kashmir's Revolutionary Liberation Leader Yasin Malik.",2010-10-19 19:53:06,62331,124,82,False,2020-07-25 11:39:48,Why is Aasiya Andrabi &amp; her aide transfered to a punishment cell? At a time when her health is weak &amp;  #COVID19 spr… https://t.co/fuFk2Omf2z,['COVID19'],Twitter for Android,False
Derpthroat,Where the Tex meets the Mex.,"shadow dweller of stupidwatergate. Public servant. It's chaos, be kind

I swear that I'm a nice cat.

Twitter doesn't give users due process and edit.

#GoSpurs",2019-10-06 20:40:22,381,1271,25814,False,2020-07-25 11:39:45,"@realDonaldTrump #OkTraitor YOU failed #CoronavirusPandemic 1st wave.

Test, trace &amp; track w/ DPA in Feb would've s… https://t.co/l0OcDJddyq","['OkTraitor', 'CoronavirusPandemic']",Twitter Web App,False
Azania Digital Radio,"Johannesburg, South Africa","URBAN AFRICAN CULTURE  LIVE BROADCAST & PODCAST OF PURE AFRICAN DRIVEN CONTENT. CURRENT AFFAIRS,BUSINESS,UPDATES & GOSSIP AND MORE. RAW & UNAPOLOGETIC",2019-07-08 11:14:01,2168,111,57317,False,2020-07-25 11:39:30,"As we said the controversy!!!
@nbamalaka 
@tshiamo_mm 
@_palesalegodi 
@madimetja_ramol 
@_milanmavundla… https://t.co/oxl9jVCDO7",,Twitter for iPhone,False
UNDP Ghana,Accra ,"Official Twitter account of @UNDPGhana. We aim to improve the lives of the poorest women and men, the marginalized and the disadvantaged in #Ghana. Follow us!",2013-01-04 10:51:48,18240,531,4258,True,2020-07-25 11:39:29,"""We need the surviving story of people who have recovered from #COVID19. They don't need stigma"", message from Yvon… https://t.co/PgmYMfqXGR",['COVID19'],Twitter for Android,False
ETTravelworld,,,2020-04-14 11:36:04,99,175,35,False,2020-07-25 11:39:26,"ACI launches health accreditation programme to assess health measures at airports 
@ACIWorld 
@lf_oliveira1 

To re… https://t.co/FFhlvfCfQO",,Twitter Web App,False
JS Breukelaar,Sydney by way of elsewhere,"Author:Collision: Stories, American Monster, and Aletheia.",2014-04-13 05:20:05,735,690,2757,False,2020-07-25 11:39:24,"‘Collision’ is an Aurealis Award winner. Did I remember to thank you,#aurealisawards? And eugenbacon &amp; @kat_clay fo… https://t.co/qgPKqbjOMl",['aurealisawards'],Instagram,False
